OrdonnancementID||LiquidationID||Imputation||CodeActivit||NatureNBE||NatureSYSCO||MontantMarche||DotationBudgetaire||EngagementsAnterieur||MontantMandate||Flag||TypeDepense||Ordonnancement||Exercice||Date||NumOS||Action||Activite||Direction||SousActivite||NatureDepense||NumDGMP||CodeFournisseur||RaisonSociale||Sigle||CC||RCCM||Adresse||CpteBancaire||Banque||ModePaiement||ModalitePaiement||Objet1||Objet2||PiecesJusitificatives1||PiecesJusitificatives2||SourceFinancement||SourceDecaissement||NumActeLiquidation||Statut||Etat||DateCreation||Etape||EtatValidateCB||DateValidateCB||NomCB||EtatValidateDMGP_DGPEC||DateValidateDMGP_DGPEC||NomDMGP_DGPEC||EtatValidateDAAF||DateValidateDAAF||NomValidateDAAF||EtatValidateDG||DateValidateDG||NomValidateDG||BonDeCaisseOuCheque||PaiementEnCours||EstAffecte
330606|330714|1101131002022615200|131 : Fonctionnement|615200 Assurances des v,hicules automobiles, v,hicules . 2 roues et tricycles|625200 ASSURANCES AUTOMOBILES|12943650|24012613.0|0.0|NULL|NULL|ORDONNANCEMENT|ARTI301250015|2025.0|2025-02-03 14:59:42.183|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|14.0|ASSURE PLUS|ASSURE PLUS|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de paiement de la facture d'assurance Automobile pour l'ann,e 2025 de l'ARTI.|NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-03 14:59:42.183|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-03|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330607|330715|1101131002022612100|131 : Fonctionnement|612100 Loyers et charges locatives des locaux (hors logements de personnel)|622220 LOYER BUREAU REGIONAL_BOUAKE|750000|39437500.0|0.0|NULL|NULL|ORDONNANCEMENT|ARTI301250016|2025.0|2025-02-03 15:12:25.887|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|114.0|SEYDOU OUATTARA (LOYER)_BKE|SEYDOU OUATTARA (LOYER)_BKE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de paiement du loyer bureau r,gional de l'ARTI sis . Bouake pour le 1er trimestre janvier, f,vrier, mars 2025.|NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-03 15:12:25.887|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-03|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330608|330741|1101131002022614300|131 : Fonctionnement|614300 : Entretien des installations ,lectriques, climatiseurs, sanitaires et plomberies|605600 ACHAT DE PETIT MATERIEL OUTILLAGE|65000|5481937.0|0.0|NULL|NULL|ORDONNANCEMENT|ARTI301250020|2025.0|2025-02-12 16:54:51.810|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|160259.0|GLOBAL BUILDING & SERVICES|GLOBAL BUILDING & SERVICES|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de d,pannage d',lectricit, au siSge de l'ARTI |NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 16:54:51.810|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330609|330738|1101131002022622960|131 : Fonctionnement|622960 : Restauration|638300 RECEPTIONS|137000|53718922.0|28600.0|NULL|NULL|ORDONNANCEMENT|ARTI301250037|2025.0|2025-02-12 16:58:05.447|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|60226.0|LA MAISON PALMIER|LA MAISON PALMIER|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Note de frais - R,ception . la Maison Palmier|NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 16:58:05.447|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330610|330730|1101123003021664300|123 : Dettes - Cotisations CNPS des agents contractuels et d,cisionnaires|664300 : Cotisations CNPS des agents contractuels et d,cisionnaires|664100 CHARGES SOCIALES SUR REMUNERATION DU PERSONNEL NATIONAL|43000|13217913.0|0.0|NULL|NULL|ORDONNANCEMENT|ARTI301250027|2025.0|2025-02-12 16:59:29.947|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|123 : Dettes - Cotisations CNPS des agents contractuels et d,cisionnaires|Direction de la Gestion Pr,visionnelle de l'Emploi|003 : Gestion de la Dette-Passif|NULL|NULL|162.0|CNPS|CNPS|NULL|NULL|NULL|NULL|NULL|NULL|NULL|PAIEMENT DES COTISATIONS CMU DU MOIS DE JANVIER 2025 |NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 16:59:29.947|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330611|330749|1303310001041611200|310 : Recensement G,n,ral et Cartographie des transporteurs interurbains de personnes (Projet Recensement transport interurbain)|611200 : Indemnit,s de mission . l'int,rieur|638400 FRAIS DE MISSIONS|120000|6520000.0|0.0|NULL|NULL|ORDONNANCEMENT|ARTI301250004|2025.0|2025-02-12 17:02:40.153|OS3 : Renforcer le contr"le et la r,gulation des acteurs du transport int,rieur et continuer de construire l'organisation des secteurs . r,guler|Mettre en ouvre la r,gulation des activit,s du secteur du transport int,rieur confi,e par la loi (LOTI)|310 : Recensement G,n,ral et Cartographie des transporteurs interurbains de personnes (Projet Recensement transport interurbain)|Direction de la Gestion Pr,visionnelle de l'Emploi|001 : Projets en ex,cution par les Directions|NULL|NULL|171.0|PERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|PARTICIPATION AUX ATELIERS DE RESTITUTION ET DE VALIDATION DES RAPPORTS PUD, RPU, EES|NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 17:02:40.153|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330612|330744|1404403001071611200|403 : Ateliers de sensibilisation et de formation dans les localit,s de Songon, Dabou, Dimbokro, Toumodi, Bocanda, Djekanou et Kokumbo (Projet Campagne de Sensibilisation 2025)|611200 : Indemnit,s de mission . l'int,rieur|638400 FRAIS DE MISSIONS|25000|3260000.0|0.0|NULL|NULL|ORDONNANCEMENT|ARTI301250006|2025.0|2025-02-12 17:03:32.693|OS4 : Faire mieux appliquer le cadre r,gulatoire actuel dans le secteur du transport int,rieur et ,laborer une vision prospective de l',volution des secteurs et de leur r,gulation ;|Approfondir la r,gulation par la donn,e comme nouvelle modalit, de r,gulation|403 : Ateliers de sensibilisation et de formation dans les localit,s de Songon, Dabou, Dimbokro, Toumodi, Bocanda, Djekanou et Kokumbo (Projet Campagne de Sensibilisation 2025)|Direction de la Gestion Pr,visionnelle de l'Emploi|001 : Projets en ex,cution par les Directions|NULL|NULL|171.0|PERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|DEPOT DE COURRIER DE REMERCIEMENTS |NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 17:03:32.693|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330613|330733|1101131002022601200|131 : Fonctionnement|601200 : Achats de carburants et lubrifiants|605300 FOURNITURES NON STOCKABLES - AUTRES ENERGIES-CARBURANT|57200|106130720.0|3000000.0|NULL|NULL|ORDONNANCEMENT|ARTI301250034|2025.0|2025-02-12 17:05:35.370|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|138.0|TOTAL ENERGIE  CƒTE D'IVOIRE|TOTAL ENERGIE  CƒTE D'IVOIRE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Rechargement carburant du groupe ,lectrogSne du 16/01/2025 au siSge de L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 17:05:35.370|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330614|330735|1101131002022612100|131 : Fonctionnement|612100 : Loyers et charges locatives des locaux (hors logements de personnel)|622200 LOCATIONS DE BATIMENTS|15000000|39437500.0|750000.0|NULL|NULL|ORDONNANCEMENT|ARTI301250035|2025.0|2025-02-12 17:08:13.250|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|71.0|KABOD SIGNATURE IMMOBILIER|KABOD SIGNATURE IMMOBILIER|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de rSglement du siSge de l'ARTI pour le mois de janvier, f,vrier, mars 2025 (KABOD IMMOBILIER).|NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 17:08:13.250|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
330615|330722|1101131002022611200|131 : Fonctionnement|611200 : Indemnit,s de mission . l'int,rieur|638400 FRAIS DE MISSIONS|125000|1740000.0|35000.0|NULL|NULL|ORDONNANCEMENT|ARTI301250039|2025.0|2025-02-12 17:10:05.480|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|171.0|PERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|RENCONTRE AVEC L'EQUIPE DU BUREAU REGIONAL DE YAMOUSSOUKRO|NULL|NULL|NULL|NULL|NULL|NULL|OK|1|2025-02-12 17:10:05.480|5|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|NULL|1|NULL
