LiquidationID||EngagementID||Imputation||CodeActivite||NatureNBE||NatureSYSCO||MontantMarche||DotationBudgetaire||EngagementsAnterieur||MontantLiquide||Flag||TypeDpense||NumLiquidation||Exercice||Date||NumOS||Action||Activite||Direction||SousActivite||NatureDepense||NumDGMP||CodeFournisseur||RaisonSociale||Sigle||CC||RCCM||Adresse||CpteBancaire||Banque||ModeDaiement||Modalitepaiement||Objet1||Objet2||PiecesJusitificatives1||PiecesJusitificatives2||SourceFinancement||SourceDecaissement||ActeEngagement||Statut||DateCreation||EtatValidateCB||DateValidateCB||NomCB||EtatValidateDMGP_DGPEC||DateValidateDMGP_DGPEC||NomDMGP_DGPEC||EtatValidateDAAF||DateValidateDAAF||NomValidateDAAF||EtatValidateDG||DateValidateDG||NomValidateDG||Etat||Etape||FlBonCaisseOuCheque||FlFicheOrdonnancement||DateScanning
330713|300862|1101131002022618100|131 : Fonctionnement|618100 Abonnements et consommations de t,l,phone, et d'autres t,l,communications|628150 FRAIS D'INTERNET|25000|11349814.0|235028.0|NULL|NULL|LIQUIDATION|ARTI201250009|2025.0|2025-01-23 20:24:50.667|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Directeur des SystSmes d'Information par Int,rim|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|206.0|SODITEL|  MOOV AFRICA COTE D'IVOIRE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|DEMANDE DE DATA MOOV PREPAYEE POUR COUVERTURE INTERNET, BUREAU DIRECTEUR GENERAL ARTI |NULL|NULL|NULL|NULL|NULL|ARTI101250009|OK|2025-01-23 20:24:50.667|1|2025-03-26|M'BAYE  Konan Philippe|1|2025-03-27|ENAN Eblotch, Jean-Jacques|1|2025-04-01|TOURE SOULEYMANE|1|2025-04-02|N'ZI Assamoua D,sir,|1|3|20250304151124_ARTI201250009FACTURE MOOV AFRICA 25 000 F.pdf|20250304151124_ARTI201250009FACTURE MOOV AFRICA 25 000 F.pdf|NULL
330714|300855|1101131002022615200|131 : Fonctionnement|615200 Assurances des v,hicules automobiles, v,hicules . 2 roues et tricycles|625200 ASSURANCES AUTOMOBILES|12943650|24012613.0|0.0|NULL|NULL|LIQUIDATION|ARTI201250015|2025.0|2025-01-23 20:25:11.057|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|14.0|ASSURE PLUS|ASSURE PLUS|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de paiement de la facture d'assurance Automobile pour l'ann,e 2025 de l'ARTI.|NULL|NULL|NULL|NULL|NULL|ARTI101250015|OK|2025-01-23 20:25:11.057|1|2025-01-31|M'BAYE  Konan Philippe|1|2025-02-01|KOUAKOU-KAN Jean-Marc|1|2025-02-01|TOURE SOULEYMANE|1|2025-02-03|N'ZI Assamoua D,sir,|1|3|NULL|NULL|NULL
330715|300854|1101131002022612100|131 : Fonctionnement|612100 Loyers et charges locatives des locaux (hors logements de personnel)|622220 LOYER BUREAU REGIONAL_BOUAKE|750000|39437500.0|0.0|NULL|NULL|LIQUIDATION|ARTI201250016|2025.0|2025-01-23 20:25:32.827|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|114.0|SEYDOU OUATTARA (LOYER)_BKE|SEYDOU OUATTARA (LOYER)_BKE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de paiement du loyer bureau r,gional de l'ARTI sis . Bouake pour le 1er trimestre janvier, f,vrier, mars 2025.|NULL|NULL|NULL|NULL|NULL|ARTI101250016|OK|2025-01-23 20:25:32.827|1|2025-01-27|M'BAYE  Konan Philippe|1|2025-01-31|KOUAKOU-KAN Jean-Marc|1|2025-01-31|TOURE SOULEYMANE|1|2025-02-03|N'ZI Assamoua D,sir,|1|3|NULL|NULL|NULL
330716|300889|1101131002051629190|131 : Fonctionnement|629190 : Autres imp"ts, taxes et droits directs|442220 FDFP_TAXE D'APPRENTISSAGE|258989|17490770.0|0.0|NULL|NULL|LIQUIDATION|ARTI201250028|2025.0|2025-01-31 07:00:55.307|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|178.0|DGI|DIRECTION GENERALE DES IMPOTS|NULL|NULL|NULL|NULL|NULL|NULL|NULL|TAXE D'APPRENTISSAGE MOIS DE JANVIER 2025|NULL|NULL|NULL|NULL|NULL|ARTI101250028|OK|2025-01-31 07:00:55.307|1|2025-02-12|M'BAYE  Konan Philippe|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|1|3|20250403110039_ARTI201250028ITS JANVIER 2025.pdf|20250403110039_ARTI201250028ITS JANVIER 2025.pdf|NULL
330717|300886|1101131002051629190|131 : Fonctionnement|629190 : Autres imp"ts, taxes et droits directs|641500 TAXE A LA FPC|388481|17490770.0|258989.0|NULL|NULL|LIQUIDATION|ARTI201250029|2025.0|2025-01-31 07:01:20.717|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|178.0|DGI|DIRECTION GENERALE DES IMPOTS|NULL|NULL|NULL|NULL|NULL|NULL|NULL|TAXE A LA FORMATION PROFESSIONNELLE CONTINUE FDFP DU MOIS DE JANVIER 2025 |NULL|NULL|NULL|NULL|NULL|ARTI101250029|OK|2025-01-31 07:01:20.717|1|2025-02-12|M'BAYE  Konan Philippe|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|1|3|20250304141654_ARTI201250029TAXE A LA FORMATION PROFESSIONNELLE JANV 2025.pdf|20250304141654_ARTI201250029TAXE A LA FORMATION PROFESSIONNELLE JANV 2025.pdf|NULL
330718|300885|1101131002051629131|131 : Fonctionnement|629131 : Imp"ts sur salaires part patronale|641310 IMPƒTS SUR SALAIRES|14315842|197242245.0|0.0|NULL|NULL|LIQUIDATION|ARTI201250031|2025.0|2025-01-31 07:01:50.647|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|178.0|DGI|DIRECTION GENERALE DES IMPOTS|NULL|NULL|NULL|NULL|NULL|NULL|NULL|DECLARATION DES ITS POUR LE MOIS DE JANVIER 2025|NULL|NULL|NULL|NULL|NULL|ARTI101250031|OK|2025-01-31 07:01:50.647|1|2025-02-12|M'BAYE  Konan Philippe|1|2025-02-12|LAGAUD Constance Josette|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|1|3|20250304141059_ARTI201250031ORDRE DE VIREMENT IMPOT JANVIER 2025.pdf|20250304141059_ARTI201250031ORDRE DE VIREMENT IMPOT JANVIER 2025.pdf|NULL
330719|300856|1101131002022611200|131 : Fonctionnement|611200 Indemnit,s de mission . l'int,rieur|638400 FRAIS DE MISSIONS|10000|1740000.0|0.0|NULL|NULL|LIQUIDATION|ARTI201250010|2025.0|2025-01-31 07:37:57.020|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|171.0|PERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|TRANSMISSION DE DOCUMENTS ADMINITRATIFS AU BUREAU REGIONAL DE BOUAKE|NULL|NULL|NULL|NULL|NULL|ARTI101250010|OK|2025-01-31 07:37:57.020|1|2025-03-26|M'BAYE  Konan Philippe|1|2025-03-26|BENDEY-DIBY Karen|1|2025-03-27|TOURE SOULEYMANE|1|2025-04-02|N'ZI Assamoua D,sir,|1|3|NULL|NULL|NULL
330720|300871|1101131002051662200|131 : Fonctionnement|662200 : R,mun,rations du personnel occasionnel|667200 PERSONNEL DETACHE OU PRETE A L'ENTITE|400000|11958667.0|0.0|NULL|NULL|LIQUIDATION|ARTI201250021|2025.0|2025-01-31 07:38:34.197|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|171.0|PERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|PAIEMENT PRIME DE STAGE MOIS DE JANVIER 2025|NULL|NULL|NULL|NULL|NULL|ARTI101250021|OK|2025-01-31 07:38:34.197|1|2025-02-12|M'BAYE  Konan Philippe|1|2025-02-12|LAGAUD Constance Josette|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|1|3|NULL|NULL|NULL
330721|300874|1101131002051662200|131 : Fonctionnement|662200 : R,mun,rations du personnel occasionnel|668400 MEDECINE DU TRAVAIL ET PHARMACIE|1250000|11958667.0|400000.0|NULL|NULL|LIQUIDATION|ARTI201250025|2025.0|2025-01-31 07:39:00.800|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|224.0|MEDECINE DU TRAVAIL|MEDECINE DU TRAVAIL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|HONORAIRES DES MEDECINS POUR LE MOIS DE JANVIER 2025 |NULL|NULL|NULL|NULL|NULL|ARTI101250025|OK|2025-01-31 07:39:00.800|1|2025-02-12|M'BAYE  Konan Philippe|1|2025-02-12|LAGAUD Constance Josette|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|1|3|NULL|NULL|NULL
330722|300894|1101131002022611200|131 : Fonctionnement|611200 : Indemnit,s de mission . l'int,rieur|638400 FRAIS DE MISSIONS|125000|1740000.0|35000.0|NULL|NULL|LIQUIDATION|ARTI201250039|2025.0|2025-02-03 09:07:48.567|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|NULL|171.0|PERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|RENCONTRE AVEC L'EQUIPE DU BUREAU REGIONAL DE YAMOUSSOUKRO|NULL|NULL|NULL|NULL|NULL|ARTI101250039|OK|2025-02-03 09:07:48.567|1|2025-02-12|M'BAYE  Konan Philippe|1|2025-02-12|LAGAUD Constance Josette|1|2025-02-12|TOURE SOULEYMANE|1|2025-02-12|N'ZI Assamoua D,sir,|1|3|NULL|NULL|NULL
